,timestamp,site_name,status_code,elapsed,success
0,2020-12-10 11:30:01,classic_catalog,200,0.202504,1
1,2020-12-10 11:29:02,classic_catalog,200,0.205257,1
2,2020-12-10 11:28:02,classic_catalog,200,0.407283,1
3,2020-12-10 11:27:01,classic_catalog,200,0.169098,1
4,2020-12-10 11:26:02,classic_catalog,200,0.176209,1
5,2020-12-10 11:25:01,classic_catalog,200,0.169349,1
6,2020-12-10 11:24:02,classic_catalog,200,0.176993,1
7,2020-12-10 11:23:01,classic_catalog,200,0.172709,1
8,2020-12-10 11:22:01,classic_catalog,200,0.167218,1
9,2020-12-10 11:21:01,classic_catalog,200,0.17761,1
10,2020-12-10 11:20:01,classic_catalog,200,0.172807,1
11,2020-12-10 11:19:01,classic_catalog,200,0.175052,1
12,2020-12-10 11:18:01,classic_catalog,200,0.177941,1
13,2020-12-10 11:17:01,classic_catalog,200,0.204622,1
14,2020-12-10 11:16:01,classic_catalog,200,0.172034,1
15,2020-12-10 11:15:01,classic_catalog,200,0.17616,1
16,2020-12-10 11:14:01,classic_catalog,200,0.172611,1
17,2020-12-10 11:13:01,classic_catalog,200,0.165021,1
18,2020-12-10 11:12:01,classic_catalog,200,0.17091,1
19,2020-12-10 11:11:01,classic_catalog,200,0.170778,1
20,2020-12-10 11:10:01,classic_catalog,200,0.177567,1
21,2020-12-10 11:09:01,classic_catalog,200,0.178962,1
22,2020-12-10 11:08:01,classic_catalog,200,0.172209,1
23,2020-12-10 11:07:01,classic_catalog,200,0.191054,1
24,2020-12-10 11:06:01,classic_catalog,200,0.178349,1
25,2020-12-10 11:05:01,classic_catalog,200,0.359557,1
26,2020-12-10 11:04:02,classic_catalog,200,0.709302,1
27,2020-12-10 11:03:01,classic_catalog,200,0.17011,1
28,2020-12-10 11:02:02,classic_catalog,200,0.164561,1
29,2020-12-10 11:01:01,classic_catalog,200,0.201871,1
30,2020-12-10 11:00:02,classic_catalog,200,0.172453,1
31,2020-12-10 10:59:01,classic_catalog,200,0.195459,1
32,2020-12-10 10:58:02,classic_catalog,200,0.174449,1
33,2020-12-10 10:57:01,classic_catalog,200,0.186308,1
34,2020-12-10 10:56:02,classic_catalog,200,0.165201,1
35,2020-12-10 10:55:01,classic_catalog,200,0.1791,1
36,2020-12-10 10:54:02,classic_catalog,200,0.165706,1
37,2020-12-10 10:53:01,classic_catalog,200,0.160081,1
38,2020-12-10 10:52:02,classic_catalog,200,0.16935,1
39,2020-12-10 10:51:01,classic_catalog,200,0.179796,1
40,2020-12-10 10:50:02,classic_catalog,200,0.178483,1
41,2020-12-10 10:49:01,classic_catalog,200,0.16419,1
42,2020-12-10 10:48:02,classic_catalog,200,0.244621,1
43,2020-12-10 10:47:01,classic_catalog,200,0.173489,1
44,2020-12-10 10:46:01,classic_catalog,200,0.315342,1
45,2020-12-10 10:45:01,classic_catalog,200,0.161928,1
46,2020-12-10 10:44:01,classic_catalog,200,0.179939,1
47,2020-12-10 10:43:02,classic_catalog,200,0.174751,1
48,2020-12-10 10:42:01,classic_catalog,200,0.166822,1
49,2020-12-10 10:41:01,classic_catalog,200,0.172883,1
50,2020-12-10 10:40:01,classic_catalog,200,0.173677,1
51,2020-12-10 10:39:02,classic_catalog,200,0.177011,1
52,2020-12-10 10:38:01,classic_catalog,200,0.178335,1
53,2020-12-10 10:37:02,classic_catalog,200,0.178512,1
54,2020-12-10 10:36:01,classic_catalog,200,0.16297,1
55,2020-12-10 10:35:02,classic_catalog,200,0.176645,1
56,2020-12-10 10:34:01,classic_catalog,200,0.172987,1
57,2020-12-10 10:33:02,classic_catalog,200,0.509849,1
58,2020-12-10 10:32:02,classic_catalog,200,0.400895,1
59,2020-12-10 10:31:01,classic_catalog,200,0.174881,1
60,2020-12-10 10:30:02,classic_catalog,200,0.179761,1
61,2020-12-10 10:29:01,classic_catalog,200,0.177881,1
62,2020-12-10 10:28:02,classic_catalog,200,0.163674,1
63,2020-12-10 10:27:01,classic_catalog,200,0.171943,1
64,2020-12-10 10:26:02,classic_catalog,200,0.165635,1
65,2020-12-10 10:25:01,classic_catalog,200,0.171444,1
66,2020-12-10 10:24:02,classic_catalog,200,0.169485,1
67,2020-12-10 10:23:01,classic_catalog,200,0.1717,1
68,2020-12-10 10:22:02,classic_catalog,200,0.164402,1
69,2020-12-10 10:21:01,classic_catalog,200,0.165022,1
70,2020-12-10 10:20:02,classic_catalog,200,0.172931,1
71,2020-12-10 10:19:01,classic_catalog,200,0.175073,1
72,2020-12-10 10:18:02,classic_catalog,200,0.178053,1
73,2020-12-10 10:17:01,classic_catalog,200,0.166193,1
74,2020-12-10 10:16:01,classic_catalog,200,0.170891,1
75,2020-12-10 10:15:01,classic_catalog,200,0.166381,1
76,2020-12-10 10:14:01,classic_catalog,200,0.172222,1
77,2020-12-10 10:13:01,classic_catalog,200,0.174114,1
78,2020-12-10 10:12:01,classic_catalog,200,0.172657,1
79,2020-12-10 10:11:01,classic_catalog,200,0.182113,1
80,2020-12-10 10:10:01,classic_catalog,200,0.168129,1
81,2020-12-10 10:09:01,classic_catalog,200,0.171999,1
82,2020-12-10 10:08:01,classic_catalog,200,0.173404,1
83,2020-12-10 10:07:01,classic_catalog,200,0.170698,1
84,2020-12-10 10:06:02,classic_catalog,200,0.334841,1
85,2020-12-10 10:05:01,classic_catalog,200,0.196416,1
86,2020-12-10 10:04:02,classic_catalog,200,0.170961,1
87,2020-12-10 10:03:01,classic_catalog,200,0.181704,1
88,2020-12-10 10:02:02,classic_catalog,200,0.168119,1
89,2020-12-10 10:01:01,classic_catalog,200,0.172533,1
90,2020-12-10 10:00:02,classic_catalog,200,0.204456,1
91,2020-12-10 09:59:01,classic_catalog,200,0.179301,1
92,2020-12-10 09:58:02,classic_catalog,200,0.164733,1
93,2020-12-10 09:57:01,classic_catalog,200,0.175652,1
94,2020-12-10 09:56:02,classic_catalog,200,0.179949,1
95,2020-12-10 09:55:01,classic_catalog,200,0.180136,1
96,2020-12-10 09:54:01,classic_catalog,200,0.496578,1
97,2020-12-10 09:53:02,classic_catalog,200,0.549333,1
98,2020-12-10 09:52:01,classic_catalog,200,0.169771,1
99,2020-12-10 09:51:02,classic_catalog,200,0.168026,1
100,2020-12-10 09:50:01,classic_catalog,200,0.172901,1
101,2020-12-10 09:49:02,classic_catalog,200,0.758444,1
102,2020-12-10 09:48:01,classic_catalog,200,0.170812,1
103,2020-12-10 09:47:02,classic_catalog,200,1.110139,1
104,2020-12-10 09:46:02,classic_catalog,200,0.162667,1
105,2020-12-10 09:45:01,classic_catalog,200,0.171124,1
106,2020-12-10 09:44:02,classic_catalog,200,0.170548,1
107,2020-12-10 09:43:01,classic_catalog,200,0.175553,1
108,2020-12-10 09:42:02,classic_catalog,200,0.16918,1
109,2020-12-10 09:41:01,classic_catalog,200,0.174533,1
110,2020-12-10 09:40:02,classic_catalog,200,0.20484,1
111,2020-12-10 09:39:01,classic_catalog,200,0.165693,1
112,2020-12-10 09:38:02,classic_catalog,200,0.157304,1
113,2020-12-10 09:37:02,classic_catalog,200,0.171175,1
114,2020-12-10 09:36:01,classic_catalog,200,0.166208,1
115,2020-12-10 09:35:02,classic_catalog,200,0.187444,1
116,2020-12-10 09:34:01,classic_catalog,200,0.16312,1
117,2020-12-10 09:33:02,classic_catalog,200,0.171741,1
118,2020-12-10 09:32:01,classic_catalog,200,0.170357,1
119,2020-12-10 09:31:02,classic_catalog,200,0.172296,1
120,2020-12-10 09:30:02,classic_catalog,200,0.29158,1
